MaCK,SanCK,GiaHienTai,GiaSoSach,P/B,CaoNhat52Tuan,ThapNhat52Tuan,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,TenCongTy,TenQuocTe,DiaChi,DienThoai,Fax,Website,,,,,
VMI,HASTC,1.1000,0,10309%,1.00,0.60,-0.47,-2.3,-219%,-444%,-0.04,10949999,10949999,0,5193999,12044999,97991,0,116808,119549,236357,CTCP Khoáng sản và Đầu tư Visaco,Visaco Mineral and Investment Joint Stock Company,Số 05 Thân Cảnh Phúc - P. Hòa Cường Bắc - Q. Hải Châu - Tp. Đà Nẵng,(84.236) 367 4588,(+84-0511) 36.745.88,http://visacodn.com.vn,,,,,
VMS,HASTC,10.8000,0,91525%,12.90,5.10,0.80,13.5,410%,676%,1.21,13500000,13500000,0,4410000,145800003,233724,0,159240,103327,262566,CTCP Phát triển Hàng Hải,Vietnam Maritime Development Joint Stock Company,11 Võ Thị Sáu - P.Máy Tơ - Q.Ngô Quyền - Tp.Hải Phòng,(84.225) 383 6379 - 383 6075 - 383 6354,031.3836151,http://www.vimadeco.com.vn,,,,,
VNA,HASTC,17.5000,0,543478%,17.70,2.00,0.07,250.0,26%,215%,2.37,20000000,20000000,0,9800000,350000000,536299,914,67670,478990,546660,CTCP Vận tải Biển Vinaship,Vinaship Joint Stock Company,Số 1 Hoàng Văn Thụ - P. Minh Khai - Q. Hồng Bàng - Tp. Hải Phòng,(84.225) 384 2151,0313 842 171,http://www.vinaship.com.vn,,,,,
VNB,HASTC,15.2000,0,115502%,30.00,11.60,0.53,28.7,397%,402%,1.76,67909960,67909960,0,33275880,1032231379,35828,0,893633,11974,905608,CTCP Sách Việt Nam,Viet Nam Books JSC,Số 44 phố Tràng Tiền - P.Tràng Tiền - Q.Hoàn Kiếm - Hà Nội,(84.24) 3936 2151,024 39341591,http://www.savina.com.vn,,,,,
VNC,HASTC,32.1000,0,135902%,44.55,27.66,3.49,9.2,1101%,1476%,0.92,10499955,10499955,0,5144977,337048539,591453,36612,248057,84411,332468,CTCP Tập đoàn Vinacontrol,Vinacontrol Group Corporation,Số 54 Trần Nhân Tông - P.Nguyễn Du - Q.Hai Bà Trưng - Tp.Hà Nội,(84.24) 3943 3840 - 3943 6011,024 394.33844,http://www.vinacontrol.com.vn,,,,,
VND,HASTC,41.7000,0,204612%,61.20,11.04,5.17,8.1,593%,2535%,1.97,220430169,220430169,0,75949100,9191938215,2759009,1138798,4491709,14696262,19187971,CTCP Chứng khoán VNDirect,VNDirect Securities Corporation,Số 1 Nguyễn Thượng Hiền - P. Nguyễn Du - Q. Hai Bà Trưng - Tp. Hà Nội,(84.24) 3972 4568,024 39.72.46.00,https://www.vndirect.com.vn/,,,,,
VND-X,HASTC,23004.0000,0,N/A,23205.00,22562.23,0.00,0.0,0%,0%,0.00,0,0,0,0,0,0,0,,,,USD/VND (Viet Nam Dong),USD/VND,,,,,,,,,
VNF,HASTC,13.0000,0,30704%,21.41,11.00,2.34,5.6,159%,553%,1.35,8392250,8392250,0,2744000,109099250,2982570,19656,355343,884453,1239797,CTCP Vinafreight,Vinafreight Joint Stock Company,Lầu 1 - Block C Tòa nhà văn phòng Waseco - Sô 10 Đường Phổ Quang - P. 2 - Q. Tân Bình - Tp. HCM,(84.28) 3844 6409,(84-8) 3848 8359,http://www.vinafreight.com,,,,,
VNH,HASTC,3.8000,0,690909%,6.00,0.80,0.07,54.3,535%,1245%,2.90,8023071,8023071,0,3931304,30487669,17007,0,4411,5845,10256,CTCP Đầu tư Việt Việt Nhật,Viet Viet Nhat Investment Corporation,Lô A 59/1 - Đường số 7 - KCN Vĩnh Lộc - P. Bình Hưng Hòa B - Q. Bình Tân - TP. HCM,(84.28) 3765 3277,,http://www.vietnhat.com,,,,,
VNI,HASTC,12.0000,0,250522%,12.50,8.00,-0.33,-36.4,-93%,-681%,0.46,10114556,10337276,222720,5169582,124047312,8938,-7622,48413,305397,353810,CTCP Đầu tư Bất động sản Việt Nam,Viet Nam Land Investment Corporation,A12 đường D4 - Khu Tái Định Cư Phạm Hữu Lầu - P. Phú Mỹ - Q.7 - TP.HCM,(84.28) 3785 1501 - 3785 1502,028 37851503,http://www.vinalandinvest.com.vn,,,,,
VNP,HASTC,13.7000,0,125229%,14.90,4.00,2.01,6.8,874%,1838%,1.70,19428913,19428913,0,9353167,266176104,289003,39066,212593,234167,446760,CTCP Nhựa Việt Nam,Viet Nam Plastic Corporation,300B Nguyễn Tất Thành, Phường 13 Quận 4, TP.Hồ Chí Minh,(84-8) 3945 3301 - 3945 3302 - 3945 3303,028 3945 3298,http://www.vinaplast.com.vn,,,
VNR,HASTC,21.2000,0,98148%,25.50,14.03,2668.00,0.0,6%,12%,1.15,150737328,131075937,0,64227209,2778809964,2300404,402215,3255642,3713275,6968917,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,Vietnam National Reinsurance Corporation,Tầng 7 - Số 141 Lê Duẩn - Q.Hoàn Kiếm - Tp.Hà Nội,(84.24) 3942 2354/65/69,024 39.42.23.51,http://vinare.com.vn,,,,,
VNT,HASTC,46.1000,0,304290%,87.50,45.10,-1.48,-31.1,-259%,-978%,1.75,11838205,11893605,55400,4206792,548295172,1453672,0,179349,497751,677100,CTCP Giao nhận Vận tải Ngoại thương,The Van Cargoes And Foreign Trade Logistics JSC,Số 2 Bích Câu - P.Quốc Tử Giám - Q.Đống Đa - Tp.Hà Nội,(84.24) 3732 1090,732 1083,http://vntlogistics.com,,,,,
VNX,HASTC,64.3000,0,329744%,75.60,49.60,1.12,57.4,278%,572%,1.29,1429106,1429106,0,595441,91891520,33561,0,27866,29512,57378,CTCP Quảng cáo và Hội chợ Thương mại,Vinexad National Trade Fair & Advertising JSC,Số 9 Đinh Lễ - P.Tràng Tiền - Q.Hoàn Kiếm - TP.Hà Nội,(84.24) 3825 5512,024 38.25.55.56,http://www.vinexad.com.vn,,,,,
VNY,HASTC,6.6000,0,N/A,9.90,4.80,-0.16,-41.3,-74%,91%,0.08,6600000,6600000,0,0,43559999,0,0,-113987,254996,141009,CTCP Thuốc thú y Trung ương I,Vietnam Veterinary Products Joint Stock Company,88 Trường Chinh - P.Phương Mai - Q.Đống Đa - Hà Nội,(84.24) 38691262 - 38686941,0243 869 1263,http://www.vinavetco.com,,,,,
VOC,HASTC,26.4000,0,204176%,28.70,15.70,1.45,18.2,927%,1124%,1.55,121800000,121800000,0,0,3215519954,2304610,97371,1575244,334947,1910191,Tổng Công ty Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,Vietnam Vegetable Oils Industry Corporation,58 Nguyễn Bỉnh Khiêm - P.Đa Kao - Q.1 - TP.HCM,(84.28) 3829 4513,028 382 90586,http://www.vocarimex.com.vn,,,,,
VPA,HASTC,3.8000,0,83700%,7.30,2.00,0.17,22.4,68%,371%,1.61,15076177,15076177,0,7387326,57289472,115119,0,68503,304505,373008,CTCP Vận tải Hoá Dầu VP,VP Petrochemical Transport JSC,Phòng 7.03 - Central Tower - Số 43 Quang Trung - P. Hoàng Văn Thụ - Q. Lê Chân - Tp.Hải Phòng,(84.225) 373 0011,0225 373 0012,http://www.vptrans.vn,,,,,
VPC,HASTC,2.9000,0,N/A,2.70,0.40,-0.97,-3.0,-871%,7010%,1.70,5625000,5625000,0,2679850,16312501,10237,0,-7810,70634,62824,CTCP Đầu tư và Phát triển Năng lượng Việt Nam,Viet Nam Power Invesment & Development JSC,Số 4 - Ngõ 122 - Phố Vương Thừa Vũ - P. Khương Trung - Q. Thanh Xuân - Tp. Hà Nội,(84.24) 3562 6614,(844) 35626613,http://www.v-power.vn,,,,,
VPR,HASTC,17.5000,0,116589%,18.90,9.09,1.47,11.9,478%,890%,0.39,4575985,4575985,0,0,80079738,0,0,68690,59307,127997,CTCP VinaPrint,Vina Printing JSC,Lầu 2 - Số 56 Phạm Ngọc Thạch - P. 6 - Q. 3 - Tp. HCM,(84.28) 3820 0526,(84-8)38.200.562,www.vinaprinting.vn,,,,,
VPW,HASTC,10.7000,0,100848%,10.70,10.68,0.45,23.8,55%,428%,-0.24,11168676,11168676,0,0,119504831,0,0,118536,801903,920439,CTCP Cấp thoát nước Số 1 Vĩnh Phúc,Vinh Phuc Water Supply and Drainage Joint Stock Company No.1,Số 14 - Lý Bôn - P. Ngô Quyền - Tp. Vĩnh Yên - T. Vĩnh Phúc,(84.211) 386 1229,0211 3860 493,http://www.vinhphucwater.com.vn/,,,,,
VQC,HASTC,19.4000,0,77414%,23.00,13.07,3.14,6.2,918%,1252%,1.00,3599580,3599580,0,1695451,69831851,139850,3061,90222,32851,123074,CTCP Giám định - Vinacomin,Vinacomin Quacontrol Joint Stock Company,Số 55 - Đường Lê Thánh Tông - P. Hồng Gai - Tp. Hạ Long - T. Quảng Ninh,(84.203) 3362 4801,+84-(0)33-62.48.03,http://www.quacontrol.com.vn,,,,,
VRG,HASTC,24.0000,0,223048%,30.10,15.00,0.30,80.0,119%,276%,0.91,25894868,25894868,0,12688485,621476832,17812,0,278608,369445,648053,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,Viet Nam Rubber Industrial Zone and Urban Development JSC,Sô 12 Nguyễn An - P.Hải An - Tp.Hải Dương - T.Hải Dương,(84.220) 383 8025,2203838024,http://www.vinaruco.com.vn,,,,,
VSA,HASTC,24.2000,0,88000%,33.30,13.30,3.09,7.8,587%,1123%,0.89,14096486,14096486,0,5708500,341134972,1138823,0,387668,353458,741126,CTCP Đại lý Hàng hải Việt Nam,Vietnam Ocean Shipping Agency Corporation,Lầu 5 TN PetLầu 5 - Số 12 Đường Tân Trào - P. Tân Phú - Q. 7 - Tp. Hồ Chí Minh,(84.28) 5416 1820 - 3914 0380 - 5416 1821 - 5416 1822,854161823,http://www.vosa.com.vn,,,,,
VSE,HASTC,6.5000,0,61033%,12.00,5.29,0.54,12.0,366%,506%,1.26,8937250,8937250,0,0,58092125,0,0,95195,36569,131764,CTCP Dịch vụ Đường cao tốc Việt Nam,Vietnam Expressway Services JSC,Tầng 5 - Tòa nhà Mitec - Lô E2 - Khu đô thị mới Cầu Giấy - P. Yên Hòa - Q. Cầu Giấy - Hà Nội,(84.24) 376 7954,,http://vecs.com.vn/vi/,,,,,
VSF,HASTC,6.3000,0,109756%,10.10,6.10,-0.49,-12.9,-364%,-857%,0.71,500000000,500000000,0,0,3150000095,9376437,0,2987565,2880144,5867708,Tổng Công ty Lương thực Miền Nam - CTCP,Vietnam Southern Food Corporation - JSC,Số 333 Trần Hưng Đạo - P. Cầu Kho - Q. 1 - Tp. HCM,(028) 3837 0026,028 38365898,www.vinafood2.com.vn,,,,,
VSG,HASTC,2.0000,0,N/A,2.80,1.30,-3.59,-0.6,-1247%,920%,0.66,11044000,11044000,0,5229260,22088000,68764,-34368,-430584,747972,317388,CTCP Container Phía Nam,South VietNam Container Shipping JSC,Số 6-8 Đoàn Văn Bơ - P. 9 - Q. 4 - TP. HCM,(84.28) 3826 6500 - (84.28) 3826 6511 - (84.28) 3826 6522,028 38266001,http://www.viconshipsg.com.vn/,,,,,
VSM,HASTC,20.1000,0,108065%,20.30,9.68,3.77,5.3,1142%,2027%,0.83,3050000,3050000,0,0,61305001,240687,11503,56739,43976,100715,CTCP Container Miền Trung,Central Container Joint Stock Company,75 Quang Trung - P. Hải Châu I - Q. Hải Châu - Tp. Đà Nẵng,(84.236) 383 4232 - 382 2922,2363826111,http://www.viconshipdanang.com/,,,,,
VSN,HASTC,26.0000,0,180807%,30.50,22.56,1.94,13.4,797%,1349%,1.02,80914300,80914300,0,0,2103771800,4923445,0,1163184,805974,1969158,CTCP Việt Nam Kỹ nghệ Súc sản,Vissan Joint Stock Company,Số 420 Nơ Trang Long - P. 13 - Q. Bình Thạnh - Tp. HCM,(84.28) 3553 3999 - 3553 3888 - 3553 3907,028 3553 3939,http://www.vissan.com.vn/,,,,,
VSP,HASTC,1.1000,-0.1,N/A,1.10,1.10,-73.40,0.0,-22105%,13111%,0.00,27747117,32915803,5168686,18375501,36207384,648757,-405268,-1553030,2474434,921404,CTCP Vận tải biển và Bất động sản Việt Hải,Viet Hai Shipping & Real Properties Corporation,118 Huỳnh Tấn Phát - P.Tân Thuận Tây - Q.7 - TP.HCM,(84.28) 3872 2929,028 38722626,http://www.vsp.com.vn,,,,,
VST,HASTC,1.7000,0,N/A,1.70,0.30,-4.51,-0.4,-4118%,1556%,1.68,60999337,60999337,0,28787087,103698876,404625,0,-1767324,2434961,667638,CTCP Vận tải và Thuê tàu biển Việt Nam,Vietnam Sea Transport and Chartering Joint Stock Company,Số 428 - Nguyễn Tất Thành - P.18 - Q.4 - Tp.HCM,(84.28) 3940 4271,028 3940 4711,http://www.vitranschart.com.vn,,,,,
VTA,HASTC,7.9000,0,77148%,8.50,4.50,0.45,17.6,178%,438%,1.44,8000000,8000000,0,3914640,63200001,263926,0,81928,119369,201297,CTCP Vitaly,Vitaly Joint Stock Company,Số 2/34 Phan Huy Ích - P.15 - Q.Tân Bình - Tp.HCM,(84.28) 3815 3998,2743798047,http://www.vitaly.com.vn,,,,,
VTC,HASTC,11.0000,0,53737%,14.75,7.01,1.49,7.4,237%,726%,1.29,4534696,4534696,0,2222001,49881656,339260,6743,92840,192244,285084,CTCP Viễn thông VTC,VTC Telecommunications JSC,Lầu 3 - Số 750 Điện Biên Phủ - P.11 - Q.10 - Tp.HCM,(84.28) 3833 1106,028 3830.02.53,http://www.vtctelecom.com.vn,,,,,
VTD,HASTC,12.2000,0,111314%,20.40,8.80,0.54,22.6,369%,496%,2.14,6000000,6000000,0,0,73199999,183976,3294,65761,22600,88361,CTCP Du lịch Vietourist,Vietourist Travel JSC,Số 21 - Đường Hoàng Diệu - P. 12 - Q. 4 - Tp. Hồ Chí Minh,(84.28) 6261 6365,,https://www.vietourist.com.vn/vn/,,,,,
VTE,HASTC,7.2000,0,63047%,8.44,3.56,0.54,13.3,182%,471%,1.65,15600000,15600000,0,0,112319997,738151,0,178219,283500,461719,CTCP Viễn thông Điện tử VINACAP,VINACAP Telecom Electronics JSC,Dốc Vân - X.Yên Viên - H.Gia Lâm - Tp.Hà Nội,(84.24) 3537 7989,(84.4) 3537 7988,http://www.vinacap.vn,,,,,
VTG,HASTC,9.6000,0,112676%,9.60,8.20,-0.95,-10.1,-829%,-1110%,-0.16,18644500,18644500,0,9135805,178987207,65590,-17627,158794,53904,212698,CTCP Du lịch Tỉnh Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau Tourist Joint Stock Company,207 Võ Thị Sáu - P. Thắng Tam - Tp. Vũng Tàu - T. Bà Rịa Vũng Tàu,(84.254) 385 6445 - 385 6446,+84-(0)64-85.64.44,http://www.vungtautourist.com.vn,,,,,
VTH,HASTC,11.6000,0,73094%,11.90,7.50,0.27,43.0,75%,173%,-0.07,5000000,5000000,0,2450000,58000002,203598,0,79332,103519,182851,CTCP Dây cáp Điện Việt Thái,Viet Thai Electric Cable Corporation,KC Biên Hòa 1 - Đường số 1 - P. An Bình - Tp. Biên Hòa,(84.251) 383 6158,613836297,www.vietthaicable.com.vn,,,,,
VTI,HASTC,2.3000,-0.1,N/A,2.40,2.10,0.01,230.0,15%,-1%,0.25,3500000,3500000,0,1715000,8050000,0,0,-262727,275468,12741,CTCP Sản xuất - Xuất nhập khẩu Dệt may,Textitle - Garment Import Export & Production JSC,20 Lĩnh Nam - P.Mai Động - Q.Hoàng Mai - Tp.Hà Nội,(84.24) 38622550 - 36355586,024 38.62.46.20,http://www.vinateximex.vn,,,,,
VTJ,HASTC,4.3000,0,50175%,5.60,3.30,-2.14,-2.0,-2319%,-2497%,1.68,11400000,11400000,0,5586000,49020002,5323,0,97655,7500,105154,CTCP Thương mại và Đầu tư VI NA TA BA,Vi na ta ba Trading & Investment Joint Stock Company,Số 24 - Đường Phạm Ngọc Thạch - P. Phương Liên - Q. Đống Đa - Tp. Hà Nội,(84) 825 528 745,028 3956 0682,http://www.vinainvest.com.vn,,,,,
VTK,HASTC,31.4000,0,242097%,36.30,19.76,2.08,15.1,1089%,1602%,1.22,8319810,8319810,0,0,261242031,44303,0,107914,50835,158749,CTCP Tư vấn Thiết kế Viettel,Viettel Consultant and Design Joint Stock Company,Số 1 Giang Văn Minh - P.Kim Mã - Q.Ba Đình - Tp.Hà Nội,(84.24) 62660165 - 62660167,,http://www.vietteltuvanthietke.com.vn/,,,,,
VTL,HASTC,12.1000,0,265934%,31.00,11.00,-2.97,-4.1,-1124%,-6529%,1.08,5059992,5059992,0,1323000,61225905,86058,0,22155,115116,137271,CTCP Vang Thăng Long,Thang Long Wine Joint Stock Company,Số 3/89 Lạc Long Quân - P. Nghĩa Đô - Q. Cầu Giấy - Tp. Hà Nội,(84.24) 3753 3428 - 3753 4862,4.38361898,http://vangthanglong.com.vn,,,,,
VTM,HASTC,21.8000,0,179424%,21.80,21.80,1.26,17.3,265%,1033%,0.00,3279797,3279797,0,1607100,71499572,0,0,39858,115482,155339,CTCP Vận tải và Đưa đón thợ mỏ - VINACOMIN,Vinacomin Transportation and Miner Commuting Service JSC,Phố Huỳnh Thúc Kháng - P.Cẩm Đông - Tp.Cẩm Phả - T.Quảng Ninh,(84.203) 386 2343,033 3864 038,http://tmcs.vn,,,,,
VTP,HASTC,83.0000,0,823413%,116.50,78.60,3.02,27.5,874%,3000%,0.98,130731752,130731752,0,0,10850735416,19933252,77168,1317241,3204784,4522025,Tổng Công ty cổ phần Bưu chính Viettel,Viettel Post Joint Stock Corporation,Số 1 - Phố Giang Minh - Kim Mã - Ba Đình - Hà Nội,(84.24) 6266 0306,,http://www.viettelpost.com.vn,,,,,
VTQ,HASTC,32.7000,0,317168%,34.80,13.90,0.33,99.1,220%,318%,0.00,17081791,17081791,0,0,558574579,7527,0,188801,76697,265498,Công ty Cổ phần Việt Trung Quảng Bình,Công ty Cổ phần Việt Trung Quảng Bình,,,,,,,,,
VTR,HASTC,30.1000,0,417476%,42.50,26.40,-8.70,-3.5,-603%,-12061%,1.18,14158629,14158629,0,0,426174738,1452051,-123119,102080,1940853,2042933,CTCP Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel,Vietnam Travel and Marketing Transports Joint Stock Company,Sô 190 Pasteur - P. 6 - Q. 3 - TP. Hồ Chí Minh,(84.28) 3866 8999,,https://www.vietravel.com,,,,,
VTS,HASTC,7.2000,0,38339%,28.50,6.60,-1.89,-3.8,-822%,-1004%,1.42,2000205,2000205,0,980100,14401476,18450,0,37562,8335,45897,CTCP Viglacera Từ Sơn,Viglacera Tu Son Ceramic JSC,Đình Bảng - Từ Sơn - Bắc Ninh,(84.222) 383 1642,+84-(0)2413-83.12.10,http://www.vtsc.vn,,,,,
VTV,HASTC,6.1000,0,61061%,7.60,4.92,0.07,87.1,31%,69%,1.08,40399825,40399825,0,15287914,246438929,1519647,0,403726,493025,896751,CTCP Năng lượng và Môi trường VICEM,VICEM Energy And Enviroment JSC,Số 21B Cát Linh - P. Cát Linh - Q. Đống Đa - Tp. Hà Nội,(84.24) 3845 7328 - 3845 7458,02.438457186,http://www.vtvxm.vn,,,,,
VTX,HASTC,14.0000,0,118044%,24.10,11.00,1.53,9.2,807%,1288%,0.92,20972321,20972321,0,10276437,293612494,224962,0,248643,148273,396916,CTCP Vận tải Đa Phương Thức Vietranstimex,Vietranstimex MultiModal Transport Holding Company,Lầu 9 Tòa nhà B&L Tower số 119-121 Ung Văn Khiêm - P. 25 - Q. Bình Thạnh - Tp. HCM,(84.236) 382 1626 - 384 0399,0511.3822478-3822376,http://www.vietranstimex.com.vn/,,,,,
VVN,HASTC,6.0000,0,N/A,8.00,2.80,-3.79,-1.6,-374%,2895%,1.02,55000000,55000000,0,0,330000000,2985097,-171389,712654,330689,1043343,Tổng Công ty cổ phần Xây dựng Công nghiệp Việt Nam,Vietnam Industrial Construction Corporation,Tòa nhà Vinaincon Số 5 - Đường Láng Hạ - P. Thành Công - Q. Ba Đình - Tp. Hà Nội,(84.24) 3514 2145,024 3856 0629,http://vinaincon.com.vn/,,,,,
VW3,HASTC,7.6000,0,34420%,10.63,6.16,0.68,11.2,73%,309%,1.57,2000000,2000000,0,0,15200000,0,0,44169,141648,185817,CTCP Viwaseen3,Viwaseen3 Joint Stock Company - Viwaseen.3,Km 14+500 - Quốc lộ 1A - X.Liên Ninh - H.Thanh Trì - Tp.Hà Nội,(84.24) 36865650,,http://viwaseen3.com.vn/,,,,,
VWS,HASTC,15.9000,0,120637%,18.85,9.89,1.07,14.9,453%,809%,1.50,4320000,4320000,0,0,68687998,0,0,56921,44730,101652,CTCP Nước và Môi Trường Việt Nam,Viet Nam Water, Sanitation and Environment JSC,Số 5 Đường Thành - P. Cửa Đông - Q. Hoàn Kiếm - TP. Hà Nội,(84.24) 3828 1429,(84 4) 38284760,www.viwase.vn,,,,
VXB,HASTC,9.7000,0,146970%,9.70,3.70,-2.88,-3.4,-860%,-4368%,0.71,4049006,4049006,0,1984012,39275357,92747,0,26735,109007,135742,CTCP Vật liệu Xây dựng Bến Tre,Ben Tre Construction Material Joint Stock Company,207D Nguyễn Đình Chiểu - X. Phú Hưng - Tp. Bến Tre - T. Bến Tre,(84.275) 382 2315,+84-(0)75-382.23.19,http://www.vlxdbentre.com,,,,,
VXP,HASTC,23.2000,0,132951%,34.80,20.00,2.40,9.7,686%,1373%,0.28,3600000,3600000,0,0,83520003,350839,16494,62816,62976,125792,CTCP Thuốc Thú y Trung ương VETVACO,VETVACO National Veterinary Joint Stock Company,Km18 - Quốc lộ 32 - X. Đức Thượng - H. Hoài Đức - Tp. Hà Nội,,,http://www.vetvaco.com.vn/tin-tuc-co-dong/,,,,,
VXT,HASTC,9.8000,0,67961%,23.77,8.81,4.11,2.4,1310%,2850%,0.77,2350400,2350400,0,0,23033920,66739,0,27509,38651,66160,CTCP Kho vận và Dịch vụ Thương mại,Transport Warehousing and Trade Service JSC,473 Minh Khai - Q.Hai Bà Trưng - Tp.Hà Nội,(84.24) 38624876 - 08624557 - 36360590,,http://www.vinatranco.com,,,,,
WCS,HASTC,177.0000,0.1,250495%,226.15,154.99,21.43,8.3,2723%,3033%,0.82,2500000,2500000,0,1225000,442500000,108021,0,176662,20130,196792,CTCP Bến xe Miền Tây,West Coach Station Joint Stock Company,395 Kinh Dương Vương - P. An Lạc - Q. Bình Tân - Tp. HCM,(84.28) 3877 6594,028 38.752.853,http://www.bxmt.com.vn,,,,,
WSB,HASTC,48.5000,0,103016%,54.72,32.02,7.92,6.1,1354%,1681%,0.86,14500000,14500000,0,4497830,703250000,826557,0,682700,165322,848022,CTCP Bia Sài Gòn - Miền Tây,Saigon Beer Western JSC,KCN Trà Nóc - P. Trà Nóc - Q.Bình Thủy - Tp.Cần Thơ,(84.292) 384 3333,+84-(0)7103-84.32.22,http://www.wsb-sabeco.com.vn,,,,,
WSS,HASTC,7.0000,0,70994%,10.50,1.80,-0.04,-175.0,-44%,-45%,2.38,50300000,50300000,0,24647000,352100000,36527,-2234,495905,8293,504197,CTCP Chứng khoán Phố Wall,Wall Street Securities Company,Tầng 9 Tòa nhà ICON4 - Số 243A Đê La Thành - P. Láng Thượng - Q. Đống Đa - Tp. Hà Nội,(84.24) 3936 7083,024 39.36.70.82,http://www.wss.com.vn,,,,,
WTC,HASTC,19.4000,0,97438%,32.00,14.22,9.36,2.1,974%,4703%,1.44,10000000,10000000,0,4900000,193999996,4978281,101916,199087,761967,961055,CTCP Vận tải Thủy - Vinacomin,Vinacomin - Waterway Transport JSC,Số 108 Lê Thánh Tông - P.Hồng Gai - Tp.Hạ Long - T.Quảng Ninh,(84.203) 3518069,+84-(0)33-351.80.59,http://www.vantaithuytkv.vn,,,,,
X20,HASTC,9.9000,0,67073%,10.47,5.99,1197.00,0.0,4%,8%,0.95,17250000,17250000,0,0,170774993,889561,0,254656,205776,460432,CTCP X20,X20 JSC,Số 35 Phan Đình Giót - P. Phương Liệt - Q. Thanh Xuân - Tp. Hà Nội,(024) 3864 5077,(024) 38641208,http://www.gatexco20.com.vn/,,,,,
X26,HASTC,18.6000,0,52483%,39.44,15.31,4.84,3.8,469%,1365%,1.80,5000000,5000000,0,0,93000002,0,0,177181,338485,515666,CTCP 26,26 JSC,Đường Hội xá - Tổ 5 - P. Phúc Lợi - Q. Long Biên - Tp. Hà Nội,(84.24) 3875 1461,2438751460,http://has.com.vn/,,,,,
X77,HASTC,0.3000,-0.1,N/A,0.30,0.30,-6.24,0.0,-2781%,474%,0.00,1340877,1340877,0,0,402263,4136,169,-176497,206609,30111,CTCP Thành An 77,Thanh An 77 JSC,X. Liên Sơn - H. Kim Bảng - T. Hà Nam,(84.226) 382 0055 - 382 0590,03513. 820.500,www.Thanhan77.vn,,,,,
XDH,HASTC,9.2000,0,22020%,9.20,6.60,15.78,0.6,1353%,3777%,-0.08,10920000,10920000,0,0,100463998,0,0,456233,817684,1273917,CTCP Đầu tư Xây dựng Dân dụng Hà Nội,Ha Noi Civil Construction Investment Joint Stock Company,292 Văn Chương - Khâm Thiên - Q.Đống Đa - Tp.Hà Nội,(84.24) 3851 3857,,http://hcci.com.vn,,,,,
XHC,HASTC,23.5000,0,234297%,27.00,20.56,2007.00,0.0,9%,20%,0.19,21096500,21096500,0,0,495767750,580715,0,211608,247709,459317,CTCP Xuân Hòa Việt Nam,Xuan Hoa Viet Nam JSC,Đường Nguyễn Văn Linh - P. Xuân Hòa - TX. Phúc Yên - T. Vĩnh Phúc,(84.211) 386 3244,0211.3863019,http://www.xuanhoa.com/,,,,,
XLV,HASTC,9.2000,0,57250%,12.60,6.94,0.86,10.7,175%,537%,1.03,3000000,3000000,0,0,27599999,0,0,48220,99802,148022,CTCP Xây Lắp và Dịch vụ Sông Đà,Song Da Construction & Service JSC,A86 - TT9 Khu đô thị mới Văn Quán - Yên Phúc - P.Văn Quán - Q.Hà Đông - Tp.Hà Nội,(84.24) 6660 2550,024 33545647,http://www.songdasdsec.com.vn,,,,,
XMC,HASTC,10.7000,0,84053%,15.80,7.58,1.96,5.5,282%,1539%,1.72,67364339,67364339,0,516068,720798414,2210525,131941,857564,3819952,4677516,CTCP Đầu tư và Xây dựng Xuân Mai,Xuan Mai Investment & Construction JSC,Tầng 3 - Tòa nhà CT2 Ngô Thì Nhậm - P.Hà Cầu - Q.Hà Đông - Tp.Hà Nội,(84.24) 6325 1022 - 6325 1027,+84-(0)4-63.25.10.12,http://xmcc.com.vn,,,,,
XMD,HASTC,1.9000,0,17102%,1.90,1.90,-1.25,-1.5,-561%,-1125%,-0.24,4000000,4000000,0,1960000,7600000,149000,3983,44428,44603,89031,CTCP Xuân Mai - Đạo Tú,Xuan Mai - Dao Tu Joint Stock Company,KP. Bê Tông - X. Đạo Tú - H. Tam Dương - T. Vĩnh Phúc,(84.211) 361 5457 - (94.9) 0438 0030,(0211)3895574,http://www.betongdaotu.com.vn,,,,,
XPH,HASTC,9.2000,0,61662%,15.80,5.00,0.00,0.0,2%,2%,2.45,12972475,12972475,0,6356512,119346768,42880,0,194760,5703,200463,CTCP Xà phòng Hà Nội,Ha Noi Soap Joint Stock Company,Lô CN 3.2 KCN Thạch Thất - Quốc Oai - Hà Nội,(84.24) 38587051 - 38584553,(84-4) 3 858 4486,http://haso.vn/,,,,,
